file,N,omega,idx,std,w_eff,importance
analysis_CTNN_N12_omega_0.1.json,12,0.1,7,0.20151315015518576,2.803946447545035,0.5650320815112423
analysis_CTNN_N12_omega_0.1.json,12,0.1,8,0.05677337261719368,8.778135698838062,0.49836436891442315
analysis_CTNN_N12_omega_0.1.json,12,0.1,9,0.17803826435570208,3.587362259317007,0.63868775026395
analysis_CTNN_N12_omega_0.1.json,12,0.1,10,0.37356499049433034,0.2583102347644573,0.09649566039437273
analysis_CTNN_N12_omega_0.1.json,12,0.1,11,0.11806460908384271,5.27862901618363,0.6232192712943495
analysis_CTNN_N12_omega_0.5.json,12,0.5,0,0.18376319543518665,0.6801790070823461,0.12499186780938439
analysis_CTNN_N12_omega_0.5.json,12,0.5,1,0.217553277321836,0.07621129142428876,0.016580016218283554
analysis_CTNN_N12_omega_0.5.json,12,0.5,2,0.09709994505525404,0.5767531165725904,0.05600269592964506
analysis_CTNN_N12_omega_0.5.json,12,0.5,3,0.10259260907326061,0.2272611920476216,0.023315318633264845
analysis_CTNN_N12_omega_0.5.json,12,0.5,4,0.35351543996338153,0.09316169797134899,0.0329340986460771
analysis_CTNN_N12_omega_0.5.json,12,0.5,5,0.34838261495760137,1.2982285499444577,0.45228025704226515
analysis_CTNN_N12_omega_0.5.json,12,0.5,6,0.2509808892540611,1.1162370471915977,0.28015416672247456
analysis_CTNN_N12_omega_0.5.json,12,0.5,7,0.19734822377481756,1.1632748377827382,0.2295702229983624
analysis_CTNN_N12_omega_0.5.json,12,0.5,8,0.22787445482820098,1.2689184300461875,0.2891540954682317
analysis_CTNN_N12_omega_0.5.json,12,0.5,9,0.4783506862674294,2.564706869253638,1.226829290982268
analysis_CTNN_N12_omega_0.5.json,12,0.5,10,0.2806933149403566,0.16642610780554587,0.046714695892559825
analysis_CTNN_N12_omega_0.5.json,12,0.5,11,0.14154548135138517,1.2974390305258607,0.1836466320998575
analysis_CTNN_N12_omega_1.0.json,12,1.0,0,0.14702460207297505,0.1322010784991595,0.01943681095995706
analysis_CTNN_N12_omega_1.0.json,12,1.0,1,0.140582771003645,0.2115195157493432,0.029735999645391795
analysis_CTNN_N12_omega_1.0.json,12,1.0,2,0.17076985283336552,0.24468790845336189,0.04178531811668462
analysis_CTNN_N12_omega_1.0.json,12,1.0,3,0.25172669441280837,0.3546155843988022,0.08926620884797673
analysis_CTNN_N12_omega_1.0.json,12,1.0,4,0.11466456061526892,0.28706523025755093,0.032916208495403075
analysis_CTNN_N12_omega_1.0.json,12,1.0,5,0.18401162667865154,1.753286941088466,0.3226251820641257
analysis_CTNN_N12_omega_1.0.json,12,1.0,6,0.3867226905014387,2.4554389749144554,0.9495739667410128
analysis_CTNN_N12_omega_1.0.json,12,1.0,7,0.23757605430925022,1.8133282633936278,0.4308033739845029
analysis_CTNN_N12_omega_1.0.json,12,1.0,8,0.236813529884086,2.585552060295036,0.6122937100975386
